iter	Logloss
742	0.4215970004
743	0.4215451246
744	0.4215036586
745	0.4214669271
746	0.4214288754
747	0.421367878
748	0.4213290737
749	0.4212967133
750	0.4212553443
751	0.421208517
752	0.4211674755
753	0.4211173351
754	0.421070163
755	0.4210404776
756	0.4209906749
757	0.4209518719
758	0.4209154965
759	0.4208784133
760	0.420830695
761	0.4207890136
762	0.4207553012
763	0.4207271257
764	0.420690925
765	0.4206305192
766	0.4205793783
767	0.4205424542
768	0.4205016028
769	0.4204625494
770	0.4204244798
771	0.4203763637
772	0.4203302213
773	0.4202837598
774	0.4202465311
775	0.4202160071
776	0.420177531
777	0.4201164262
778	0.4200772033
779	0.4200291278
780	0.4199900405
781	0.4199337087
782	0.4198878126
783	0.4198332131
784	0.4197805984
785	0.4197435234
786	0.41971741
787	0.4196806601
788	0.4196308047
789	0.4195896853
790	0.4195409714
791	0.4194968536
792	0.4194497271
793	0.4194062292
794	0.4193637484
795	0.4193175077
796	0.4192744472
797	0.4192375284
798	0.4191856228
799	0.4191450001
800	0.4190898451
801	0.4190587243
802	0.4190371927
803	0.4190115733
804	0.4189694995
805	0.4189318919
806	0.4188942202
807	0.4188486675
808	0.4187994209
809	0.4187614155
810	0.4187216564
811	0.4186686376
812	0.4186326945
813	0.4185897393
814	0.4185450553
815	0.4184965619
816	0.4184561221
817	0.4184178638
818	0.4183567279
819	0.4183101942
820	0.4182674521
821	0.4182208179
822	0.4181948257
823	0.4181639376
824	0.4181352898
825	0.4180909175
826	0.4180551732
827	0.4180167533
828	0.4179807443
829	0.4179339043
830	0.4178962512
831	0.4178545034
832	0.4178146044
833	0.4177801091
834	0.4177374606
835	0.4176992051
836	0.4176588562
837	0.4176219737
838	0.4175782181
839	0.4175417512
840	0.4175042386
841	0.41745193
842	0.4174077609
843	0.4173684737
844	0.4173436964
845	0.4172967418
846	0.4172435708
847	0.4172059173
848	0.417166508
849	0.4171321331
850	0.4170743934
851	0.4170389672
852	0.4170145434
853	0.4169995609
854	0.4169476858
855	0.4169276916
856	0.4168869091
857	0.416852502
858	0.4168170821
859	0.4167987172
860	0.416749916
861	0.416703517
862	0.4166749535
863	0.4166324811
864	0.4166031843
865	0.4165815447
866	0.4165289737
867	0.4164876495
868	0.4164407291
869	0.4163990254
870	0.4163599117
871	0.4163292145
872	0.416287074
873	0.4162315122
874	0.4161866437
875	0.4161533537
876	0.4161256557
877	0.4160828168
878	0.4160550384
879	0.4160143519
880	0.415986384
881	0.4159486718
882	0.4159168047
883	0.4158926071
884	0.415854874
885	0.4158187205
886	0.4157754998
887	0.4157332536
888	0.4156922442
889	0.4156530973
890	0.4156313852
891	0.415581194
892	0.415546785
893	0.4155137409
894	0.4154818472
895	0.4154458044
896	0.4154061287
897	0.4153570354
898	0.4153233191
899	0.4152762878
900	0.4152354656
901	0.4151913856
902	0.4151654721
903	0.4151310272
904	0.4150922619
905	0.4150519692
906	0.4150026249
907	0.4149467765
908	0.4149172999
909	0.4148779939
910	0.4148466285
911	0.4148094109
912	0.4147622148
913	0.4147222497
914	0.4146739444
915	0.414629415
916	0.4145937464
917	0.4145572528
918	0.4145137994
919	0.4144700864
920	0.4144221115
921	0.4144086589
922	0.4143607873
923	0.4143247732
924	0.4143006509
925	0.4142658097
926	0.4142418405
927	0.4142050988
928	0.4141726038
929	0.4141369649
930	0.4140978833
931	0.4140537857
932	0.4140253752
933	0.4139801156
934	0.4139374933
935	0.4139078401
936	0.4138652157
937	0.4138419771
938	0.413786688
939	0.4137491931
940	0.4137132449
941	0.4136783628
942	0.4136353712
943	0.4136007049
944	0.4135711009
945	0.413537752
946	0.4134975615
947	0.413472138
948	0.4134373123
949	0.4133900774
950	0.4133472958
951	0.4133116217
952	0.4132771057
953	0.4132401418
954	0.413200302
955	0.4131622419
956	0.4131188419
957	0.4130668567
958	0.4130236033
959	0.4129899578
960	0.4129480214
961	0.4129077089
962	0.4128837374
963	0.4128402767
964	0.4127989339
965	0.4127601198
966	0.4127294876
967	0.4127089876
968	0.4126813887
969	0.4126474178
970	0.4126007509
971	0.4125821785
972	0.4125410772
973	0.4125096276
974	0.4124791131
975	0.4124443195
976	0.4123999959
977	0.4123626104
978	0.4123198899
979	0.4122818344
980	0.4122290487
981	0.4121942389
982	0.4121551476
983	0.4121129457
984	0.4120756891
985	0.4120384435
986	0.411999477
987	0.4119532456
988	0.411911685
989	0.4118761363
990	0.411833576
991	0.4118030035
992	0.4117473026
993	0.4117052452
994	0.4116760865
995	0.4116378339
996	0.4115918988
997	0.41156823
998	0.4115188263
999	0.4115043056
